Date,Time,Open,High,Low,Close,Quantity,Average
12-Sep-2019,,2155.00,2165.00,2120.35,2133.60,2118859,0.00
11-Sep-2019,,2186.00,2195.00,2146.55,2154.00,2627440,0.00
09-Sep-2019,,2200.00,2202.85,2179.80,2182.85,1703945,0.00
06-Sep-2019,,2216.00,2233.50,2192.60,2197.50,1890550,0.00
05-Sep-2019,,2242.20,2253.65,2207.30,2215.30,2055943,0.00
04-Sep-2019,,2265.00,2270.00,2233.00,2245.40,2228092,0.00
03-Sep-2019,,2270.00,2296.20,2236.95,2251.60,2545060,0.00
30-Aug-2019,,2241.00,2266.00,2218.00,2259.60,2583625,0.00
29-Aug-2019,,2222.20,2248.20,2222.20,2233.45,1670652,0.00
28-Aug-2019,,2240.00,2252.15,2216.00,2239.25,1294621,0.00
27-Aug-2019,,2270.00,2274.85,2229.00,2236.50,3432106,0.00
26-Aug-2019,,2247.00,2282.00,2225.00,2276.30,2345475,0.00
23-Aug-2019,,2214.95,2259.90,2213.90,2247.70,2826425,0.00
22-Aug-2019,,2187.00,2235.65,2170.00,2216.00,2131601,0.00
21-Aug-2019,,2184.95,2202.00,2182.25,2186.20,1214408,0.00
20-Aug-2019,,2172.00,2205.00,2166.50,2186.75,1843611,0.00
19-Aug-2019,,2180.00,2186.00,2157.70,2163.00,974884,0.00
16-Aug-2019,,2241.40,2241.40,2143.25,2165.10,3755507,0.00
14-Aug-2019,,2181.10,2217.85,2167.40,2204.40,1945002,0.00
13-Aug-2019,,2245.00,2246.25,2194.30,2199.45,1647281,0.00
09-Aug-2019,,2260.00,2267.90,2241.35,2246.25,1744550,0.00
08-Aug-2019,,2228.90,2281.00,2218.90,2258.10,2073298,0.00
07-Aug-2019,,2230.00,2238.50,2207.25,2213.45,2165362,0.00
06-Aug-2019,,2232.80,2251.95,2211.45,2214.90,2885467,0.00
05-Aug-2019,,2199.90,2252.25,2195.60,2248.60,3039682,0.00
02-Aug-2019,,2173.00,2210.00,2165.50,2205.30,2500816,0.00
01-Aug-2019,,2200.00,2217.50,2166.25,2180.05,2375236,0.00
31-Jul-2019,,2171.75,2211.70,2147.15,2205.70,3000677,0.00
30-Jul-2019,,2130.00,2185.00,2120.45,2179.15,2851672,0.00
29-Jul-2019,,2110.80,2142.00,2103.30,2130.00,1647090,0.00
26-Jul-2019,,2129.80,2129.80,2095.00,2109.05,1720592,0.00
25-Jul-2019,,2108.90,2135.00,2092.55,2127.90,2544464,0.00
24-Jul-2019,,2110.00,2120.80,2076.50,2096.80,2413196,0.00
23-Jul-2019,,2127.90,2130.00,2102.40,2112.45,3538588,0.00
22-Jul-2019,,2077.00,2117.45,2068.80,2109.90,1920167,0.00
19-Jul-2019,,2077.00,2097.00,2062.50,2076.95,1953177,0.00
18-Jul-2019,,2116.20,2116.20,2060.00,2065.95,3072096,0.00
17-Jul-2019,,2108.00,2125.00,2092.10,2117.25,1802969,0.00
16-Jul-2019,,2126.00,2132.50,2100.00,2106.00,2735399,0.00
15-Jul-2019,,2125.00,2153.60,2098.00,2145.70,2900415,0.00
12-Jul-2019,,2102.10,2119.75,2093.10,2107.60,1560725,0.00
11-Jul-2019,,2128.00,2129.00,2086.05,2102.55,2400346,0.00
10-Jul-2019,,2080.00,2127.85,2071.30,2108.20,6343581,0.00
09-Jul-2019,,2174.00,2174.40,2104.55,2133.35,3977224,0.00
08-Jul-2019,,2149.00,2188.80,2132.10,2175.40,2788062,0.00
05-Jul-2019,,2247.00,2250.00,2140.00,2163.10,4088470,0.00
04-Jul-2019,,2234.00,2252.00,2230.10,2242.65,984140,0.00
03-Jul-2019,,2252.20,2258.80,2232.00,2237.65,1656881,0.00
02-Jul-2019,,2244.90,2257.00,2216.45,2252.10,1771746,0.00
01-Jul-2019,,2235.00,2255.00,2206.60,2239.55,2769940,0.00
28-Jun-2019,,2260.00,2261.95,2222.50,2227.20,2372928,0.00
27-Jun-2019,,2255.00,2264.00,2241.30,2252.55,2813464,0.00
26-Jun-2019,,2265.00,2266.80,2250.00,2254.20,1762224,0.00
25-Jun-2019,,2270.00,2274.45,2250.50,2267.80,1386077,0.00
24-Jun-2019,,2254.15,2280.00,2250.80,2275.50,1382424,0.00
21-Jun-2019,,2285.00,2292.50,2242.00,2249.85,3871804,0.00
20-Jun-2019,,2230.00,2284.00,2212.00,2277.95,2199377,0.00
19-Jun-2019,,2255.00,2276.00,2243.15,2259.90,1652817,0.00
18-Jun-2019,,2244.00,2260.00,2231.20,2250.85,1877447,0.00
17-Jun-2019,,2256.00,2262.00,2241.45,2249.20,1489497,0.00
14-Jun-2019,,2257.25,2263.10,2234.00,2254.50,2131408,0.00
13-Jun-2019,,2264.00,2285.00,2243.05,2254.10,3320916,0.00
12-Jun-2019,,2245.00,2266.90,2219.00,2260.90,2404448,0.00
11-Jun-2019,,2237.00,2263.95,2231.00,2252.80,3048937,0.00
10-Jun-2019,,2196.70,2235.85,2185.50,2231.50,2080593,0.00
07-Jun-2019,,2174.00,2189.80,2142.10,2181.75,2659446,0.00
06-Jun-2019,,2199.00,2199.00,2152.00,2166.10,3735467,0.00
04-Jun-2019,,2224.00,2224.00,2175.00,2183.10,2408658,0.00
03-Jun-2019,,2201.00,2247.65,2185.65,2242.30,3682419,0.00
31-May-2019,,2160.00,2204.95,2152.25,2196.55,4265370,0.00
30-May-2019,,2123.00,2156.55,2114.40,2146.30,4971725,0.00
29-May-2019,,2080.00,2123.70,2077.10,2107.55,3281320,0.00
28-May-2019,,2060.00,2097.50,2045.00,2073.75,5872979,0.00
27-May-2019,,2054.80,2068.95,2040.10,2055.15,2329820,0.00
24-May-2019,,2070.00,2070.00,2032.25,2048.00,2274208,0.00
23-May-2019,,2098.00,2115.35,2050.00,2054.05,2541294,0.00
22-May-2019,,2110.00,2121.95,2075.00,2081.75,2595795,0.00
21-May-2019,,2148.05,2148.70,2102.55,2109.75,1863157,0.00
20-May-2019,,2125.00,2151.40,2050.00,2143.95,2625116,0.00
17-May-2019,,2112.60,2135.00,2090.00,2095.45,1947908,0.00
