Date,ExpiryDate,Instrument,Symbol,StrikePrice,OptionType,Open,High,Low,Close,SettledPrice,Contracts,TurnOver,OpenInterest
2012-05-15,2012-05-31,FUTIDX,BANKNIFTY,0.0,FUT,9100.1,9320.0,9100.1,9284.75,9284.75,80706,186683.17,2206625
2012-05-15,2012-06-28,FUTIDX,BANKNIFTY,0.0,FUT,9142.1,9323.9,9132.0,9281.95,9281.95,2421,5600.24,110100
2012-05-15,2012-07-26,FUTIDX,BANKNIFTY,0.0,FUT,9230.1,9350.0,9200.8,9309.9,9309.9,136,315.91,3300
2012-05-15,2012-05-31,FUTIDX,CNXINFRA,0.0,FUT,0.0,0.0,0.0,2748.45,2233.45,0,0.0,0
2012-05-15,2012-06-28,FUTIDX,CNXINFRA,0.0,FUT,0.0,0.0,0.0,2523.8,2250.75,0,0.0,0
2012-05-15,2012-07-26,FUTIDX,CNXINFRA,0.0,FUT,0.0,0.0,0.0,2405.35,2267.75,0,0.0,0
2012-05-15,2012-05-31,FUTIDX,CNXIT,0.0,FUT,5800.0,5947.85,5800.0,5933.15,5933.15,108,318.04,9450
2012-05-15,2012-06-28,FUTIDX,CNXIT,0.0,FUT,0.0,0.0,0.0,6546.65,6027.3,0,0.0,0
2012-05-15,2012-07-26,FUTIDX,CNXIT,0.0,FUT,0.0,0.0,0.0,6014.0,6072.95,0,0.0,0
2012-05-15,2012-05-31,FUTIDX,CNXPSE,0.0,FUT,0.0,0.0,0.0,3165.5,2663.75,0,0.0,0
2012-05-15,2012-06-28,FUTIDX,CNXPSE,0.0,FUT,0.0,0.0,0.0,2896.2,2684.4,0,0.0,0
2012-05-15,2012-07-26,FUTIDX,CNXPSE,0.0,FUT,0.0,0.0,0.0,2887.65,2704.7,0,0.0,0
2012-05-15,2012-05-18,FUTIDX,DJIA,0.0,FUT,12730.0,12797.5,12725.0,12775.0,12775.0,672,2144.63,53600
2012-05-15,2012-06-15,FUTIDX,DJIA,0.0,FUT,12687.5,12725.0,12667.5,12702.5,12702.5,158,501.47,4950
2012-05-15,2012-07-20,FUTIDX,DJIA,0.0,FUT,0.0,0.0,0.0,13272.5,12925.0,0,0.0,0
2012-05-15,2012-09-21,FUTIDX,DJIA,0.0,FUT,0.0,0.0,0.0,12585.0,13145.0,0,0.0,0
2012-05-15,2012-12-21,FUTIDX,DJIA,0.0,FUT,0.0,0.0,0.0,13090.0,13472.5,0,0.0,0
2012-05-15,2013-03-15,FUTIDX,DJIA,0.0,FUT,0.0,0.0,0.0,14825.0,13780.0,0,0.0,0
2012-05-15,2012-05-18,FUTIDX,FTSE100,0.0,FUT,5446.0,5507.0,5446.0,5477.0,5477.0,5812,15863.59,106650
