Date,ExpiryDate,Instrument,Symbol,StrikePrice,OptionType,Open,High,Low,Close,SettledPrice,Contracts,TurnOver,OpenInterest
2003-03-13,2003-03-27,FUTIDX,NIFTY,0.0,FUT,1002.0,1006.85,996.75,1003.05,1003.05,14513.0,29081.9,3113800.0
2003-03-13,2003-04-24,FUTIDX,NIFTY,0.0,FUT,1005.0,1009.0,999.1,1006.0,1006.0,1141.0,2292.48,469600.0
2003-03-13,2003-05-29,FUTIDX,NIFTY,0.0,FUT,1006.25,1009.25,1004.1,1006.2,1006.2,20.0,40.23,20000.0
2003-03-13,2003-03-27,FUTSTK,ACC,0.0,FUT,143.35,143.35,139.6,141.4,141.4,485.0,1025.34,1648500.0
2003-03-13,2003-04-24,FUTSTK,ACC,0.0,FUT,142.5,142.7,141.25,142.7,142.7,14.0,29.8,45000.0
2003-03-13,2003-05-29,FUTSTK,ACC,0.0,FUT,0.0,0.0,0.0,154.8,143.6,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,BAJAJAUTO,0.0,FUT,475.9,476.0,470.55,473.7,473.7,128.0,484.39,261600.0
2003-03-13,2003-04-24,FUTSTK,BAJAJAUTO,0.0,FUT,479.0,479.0,474.0,476.5,476.5,7.0,26.67,14400.0
2003-03-13,2003-05-29,FUTSTK,BAJAJAUTO,0.0,FUT,0.0,0.0,0.0,466.0,480.65,0.0,0.0,800.0
2003-03-13,2003-03-27,FUTSTK,BEL,0.0,FUT,194.85,194.85,191.55,192.95,192.95,129.0,273.5,322300.0
2003-03-13,2003-04-24,FUTSTK,BEL,0.0,FUT,195.0,195.0,195.0,195.0,194.1,1.0,2.14,2200.0
2003-03-13,2003-05-29,FUTSTK,BEL,0.0,FUT,0.0,0.0,0.0,203.85,195.75,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,BHEL,0.0,FUT,202.0,202.95,199.0,201.7,201.7,414.0,999.22,650400.0
2003-03-13,2003-04-24,FUTSTK,BHEL,0.0,FUT,201.0,203.9,201.0,202.25,202.25,4.0,9.71,18000.0
2003-03-13,2003-05-29,FUTSTK,BHEL,0.0,FUT,0.0,0.0,0.0,221.65,205.2,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,BPCL,0.0,FUT,212.6,213.0,208.15,210.1,210.1,931.0,2152.5,1122000.0
2003-03-13,2003-04-24,FUTSTK,BPCL,0.0,FUT,212.0,212.3,210.0,211.5,211.5,24.0,55.76,31900.0
2003-03-13,2003-05-29,FUTSTK,BPCL,0.0,FUT,0.0,0.0,0.0,224.65,213.05,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,BSES,0.0,FUT,211.5,215.9,211.5,215.1,215.1,13.0,30.41,138600.0
2003-03-13,2003-04-24,FUTSTK,BSES,0.0,FUT,214.0,214.0,214.0,214.0,216.9,1.0,2.35,2200.0
2003-03-13,2003-05-29,FUTSTK,BSES,0.0,FUT,0.0,0.0,0.0,236.95,218.7,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,CIPLA,0.0,FUT,742.2,743.7,734.1,737.55,737.55,62.0,91.54,110800.0
2003-03-13,2003-04-24,FUTSTK,CIPLA,0.0,FUT,755.0,755.0,742.0,742.0,741.65,3.0,4.49,2200.0
2003-03-13,2003-05-29,FUTSTK,CIPLA,0.0,FUT,0.0,0.0,0.0,780.15,747.9,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,DIGITALEQP,0.0,FUT,619.0,627.4,611.8,617.05,617.05,4329.0,10709.43,514400.0
2003-03-13,2003-04-24,FUTSTK,DIGITALEQP,0.0,FUT,615.0,627.0,615.0,619.45,619.45,16.0,39.7,9200.0
2003-03-13,2003-05-29,FUTSTK,DIGITALEQP,0.0,FUT,545.0,645.0,545.0,645.0,627.25,2.0,4.76,0.0
2003-03-13,2003-03-27,FUTSTK,DRREDDY,0.0,FUT,871.1,879.75,870.25,878.45,878.45,87.0,304.34,135200.0
2003-03-13,2003-04-24,FUTSTK,DRREDDY,0.0,FUT,0.0,0.0,0.0,880.0,887.0,0.0,0.0,800.0
2003-03-13,2003-05-29,FUTSTK,DRREDDY,0.0,FUT,0.0,0.0,0.0,870.05,894.45,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,GRASIM,0.0,FUT,333.0,333.0,329.15,329.9,329.9,46.0,106.47,354200.0
2003-03-13,2003-04-24,FUTSTK,GRASIM,0.0,FUT,0.0,0.0,0.0,335.8,332.95,0.0,0.0,1400.0
2003-03-13,2003-05-29,FUTSTK,GRASIM,0.0,FUT,0.0,0.0,0.0,357.1,335.75,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,GUJAMBCEM,0.0,FUT,151.75,152.9,148.5,152.4,152.4,76.0,126.61,530200.0
2003-03-13,2003-04-24,FUTSTK,GUJAMBCEM,0.0,FUT,0.0,0.0,0.0,151.3,153.45,0.0,0.0,4400.0
2003-03-13,2003-05-29,FUTSTK,GUJAMBCEM,0.0,FUT,0.0,0.0,0.0,164.55,154.75,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,HCLTECH,0.0,FUT,152.0,155.85,149.35,154.2,154.2,951.0,1884.2,520000.0
2003-03-13,2003-04-24,FUTSTK,HCLTECH,0.0,FUT,152.0,154.9,152.0,154.9,155.85,4.0,8.0,6500.0
2003-03-13,2003-05-29,FUTSTK,HCLTECH,0.0,FUT,0.0,0.0,0.0,166.6,157.15,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,HDFC,0.0,FUT,358.1,359.0,355.0,355.1,355.1,29.0,62.12,43800.0
2003-03-13,2003-04-24,FUTSTK,HDFC,0.0,FUT,0.0,0.0,0.0,360.6,357.65,0.0,0.0,4200.0
2003-03-13,2003-05-29,FUTSTK,HDFC,0.0,FUT,0.0,0.0,0.0,380.6,360.65,0.0,0.0,0.0
2003-03-13,2003-03-27,FUTSTK,HEROHONDA,0.0,FUT,220.0,226.9,218.0,225.3,225.3,1153.0,2072.2,478400.0
2003-03-13,2003-04-24,FUTSTK,HEROHONDA,0.0,FUT,226.0,227.85,224.5,226.25,226.25,13.0,23.52,14400.0
2003-03-13,2003-05-29,FUTSTK,HEROHONDA,0.0,FUT,0.0,0.0,0.0,225.0,230.0,0.0,0.0,1600.0
2003-03-13,2003-03-27,FUTSTK,HINDALC0,0.0,FUT,574.9,575.0,564.25,565.6,565.6,24.0,41.13,68400.0
