Ticker,Date,Time,Expiry Date,Open,High,Low,Close,Volume,Open Interest,Padding Flag
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:15:00,2023-12-12,11.3,11.3,11.3,11.3,0,0,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:16:00,2023-12-12,11.3,11.3,11.3,11.3,0,0,1
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:17:00,2023-12-12,11.3,12.95,11.1,11.8,2080,5400,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:18:00,2023-12-12,11.8,12.55,11.25,12.3,2560,1920,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:19:00,2023-12-12,12.5,12.5,11.75,12.0,2440,1920,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:20:00,2023-12-12,12.0,12.15,11.95,11.95,2520,5480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:21:00,2023-12-12,11.95,12.45,11.85,12.3,6360,5480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:22:00,2023-12-12,12.35,13.0,12.15,13.0,3400,5480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:23:00,2023-12-12,13.0,14.05,12.85,13.9,1280,8480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:24:00,2023-12-12,13.8,13.9,13.1,13.15,6640,8480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:25:00,2023-12-12,13.15,13.15,12.7,12.95,1840,8480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:26:00,2023-12-12,12.95,12.95,12.35,12.4,3200,7800,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:27:00,2023-12-12,12.4,12.5,12.2,12.25,4040,7800,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:28:00,2023-12-12,12.25,12.3,12.15,12.25,360,7800,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:29:00,2023-12-12,12.25,12.25,11.65,11.65,520,10920,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:30:00,2023-12-12,11.65,11.7,11.2,11.3,2240,10920,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:31:00,2023-12-12,11.3,11.3,10.85,10.85,2400,10920,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:32:00,2023-12-12,10.85,10.95,10.6,10.95,1280,12360,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:33:00,2023-12-12,10.95,11.15,10.95,11.15,640,12360,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:34:00,2023-12-12,11.15,11.3,11.1,11.25,5240,12360,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:35:00,2023-12-12,11.25,11.5,11.15,11.5,4200,17480,0
FINNIFTY12DEC2322050CE.NFO,2023-12-06,09:36:00,2023-12-12,11.5,11.9,11.45,11.9,8560,17480,0
